,subject,topic_label
34952,how to contact ebay for help,New Orders and Shipments
34953,"ups schedule delivery update, tracking number 1z4r08w00313840821",Promotions and Offers
34954,"23748633505, unlock more sales with these pricing recommendations",System Notifications
34955,"23748633505, unlock growth: explore new b2b product recommendations",System Notifications
34956,"message from walmart.com customer, ref id: e4af700839b14c5cb131049f1bc6d7b2",Customer Messages
34957,"23748633505, amazon bulk services + accurate bulk pricing = growth in bulk business",System Notifications
34958,webinar invite: help grow your b2b sales with amazon business features,System Notifications
34959,nan,Miscellaneous/Unknown
34960,"23748633505, here are your tailored b2b product recommendations",System Notifications
34961,"23748633505, here is your latest custom quote overview",Miscellaneous/Unknown
34962,amtra-4899 sent a message about flight case for pioneer ddj-1000 & ddj-1000 srt digital controller w-wheels |... #126027802314,Disputes and Cases
34963,"23748633505, save on shipping and drive higher-volume sales with case packs",System Notifications
34964,action required: please review your flagged orders,Order Requests and Tickets
34965,new pacific direct promo for you!,System Notifications
34966,virventure credit card on file,System Notifications
34967,we are here to help!    [ ref:_00d70kccm._5004u2ywzzo:ref ],Customer Messages
34968,automatic reply: updated return address_stex,Delivery Status and Failures
34969,we are here to help!    [ ref:_00d70kccm._5004u2ywzfn:ref ],Customer Messages
34970,we are here to help!    [ ref:_00d70kccm._5004u2ywzv1:ref ],Customer Messages
34971,thank you for your request [email id: 17653283],Order Requests and Tickets
34972,nan,Miscellaneous/Unknown
34973,re: new order received-po# rgco-3404,New Orders and Shipments
34974,vick-41198,New Orders and Shipments
34975,we have received your dispute case #05696649!,Disputes and Cases
34976,re: we have received your dispute case #05696612!    [ ref:_00d61zktc._5008y2hr8rd:ref ],Disputes and Cases
34977,your weekly performance summary,System Notifications
34978,automatic reply: updated returns policy_caro,Delivery Status and Failures
34979,we have received your dispute case #05696612!,Disputes and Cases
34980,updated returns policy_gato,New Orders and Shipments
34981,we have received your dispute case #05696602!,Disputes and Cases
34982,automatic reply: updated returns policy_rcip,Delivery Status and Failures
34983,we have received your dispute case #05696595!,Disputes and Cases
34984,nan,Miscellaneous/Unknown
34985,delivery status notification (failure),Delivery Status and Failures
34986,we have received your case #05696560!,Disputes and Cases
34987,email address deactivation notification re: updated returns policy_dogb,New Orders and Shipments
34988,asn for po: almo-24504,Delivery Status and Failures
34989,we have received your dispute case #05696529!,Disputes and Cases
34990,"message from walmart.com customer, ref id: e3557e5624da4e17a4c30b7692f76c39",Customer Messages
34991,item_price_parity_warning_report_for_36562_seller,New Orders and Shipments
34992,we have received your dispute case #05696503!,Disputes and Cases
34993,discover how smbs worldwide are accelerating global growth,System Notifications
34994,reminder to resolve dispute with your customer,Disputes and Cases
34995,grab your sales through wm advertising,System Notifications
34996,we have received your dispute case #05696468!,Disputes and Cases
34997,we have received your dispute case #05696452!,Disputes and Cases
34998,sears marketplace: file ready for download,Customer Inquiries
34999,we have received your dispute case #05696437!,Disputes and Cases
35000,take action: one or more of your offers are not eligible to be a featured offer (buy box),Promotions and Offers
35001,inquiry from amazon customer matthew  e gonzales,Customer Inquiries
35002,explore halloween diys to try with friends.,System Notifications
35003,is it okay if need a non-standard solution for outdoor lcd monitor?,Customer Messages
35004,your e-mail to emily trevillyan,Customer Inquiries
35005,return requests are overdue,Order Requests and Tickets
35006,re: we have received your dispute case #05695941!    [ ref:_00d61zktc._5008y2hr7kv:ref ],Disputes and Cases
35007,inquiry from amazon customer jack,Customer Inquiries
35008,sears marketplace notification - products in your catalog have been reinstated,Delivery Status and Failures
35009,whynter case # whyncase645636 created: updated return policy_vvwh,Disputes and Cases
35010,your bathroom refresh starts right here,System Notifications
35011,we have received your dispute case #05695996!,Disputes and Cases
35012,"customer, these ideas are so you",Customer Inquiries
35013,we have received your dispute case #05695941!,Disputes and Cases
35014,return to warehouse | order # 113-7404342-8860250| seller id nonm-113-7404342-8860250,Order Requests and Tickets
35015,we have received your dispute case #05695879!,Disputes and Cases
35016,we have received your dispute case #05695782!,Disputes and Cases
35017,your dispute cases have received a resolution,Disputes and Cases
35018,delivery status notification (failure),Delivery Status and Failures
35019,re: attached new product catalogues_hamza creations,New Orders and Shipments
35020,order cancelation request for order id: 113-6676583-7221023,Order Requests and Tickets
35021,inquiry from amazon customer mesia mcewing(order: 114-6431698-8328208),Customer Inquiries
35022,your e-mail to harjinder beanlands,Miscellaneous/Unknown
35023,your fedex claim has been denied,Customer Inquiries
35024,your email to patrick simons,Customer Inquiries
35025,your e-mail to david p martel,Customer Inquiries
35026,buybox items details report is ready.,Customer Inquiries
35027,we have updated your fedex claim resolution,Promotions and Offers
35028,pre-alert _user id - star-sellerusa,Order Requests and Tickets
35029,order manifest for 10/09/2023 12:01:00,Order Requests and Tickets
35030,order cancelation request for order id: 114-6850865-7933819,Order Requests and Tickets
35031,ticket has been created for order id #vv-in-136829,Order Requests and Tickets
35032,do not forget to review your list of eligible items for the repricer incentives program this week!,Promotions and Offers
35033,detected login from a new location,New Orders and Shipments
35034,item sopt/opt override processing complete,Invoices and Support
35035,madd1975 sent a message about reiko iphone x belt clip polymer case in black #134669730766,Delivery Status and Failures
35036,[urgent] action required: update the required billing details.,Order Requests and Tickets
35037,melrose international orders on hold.  virventures inc (drop ship).   drop ship,Disputes and Cases
35038,[urgent] action required: update the required billing details.,Order Requests and Tickets
35039,"rob.c.foltz sent a message about fanmats, mlb - houston astros windshield decal #394821669858",Customer Messages
35040,nan,Miscellaneous/Unknown
35041,nan,Miscellaneous/Unknown
35042,nan,Miscellaneous/Unknown
35043,nan,Miscellaneous/Unknown
35044,nan,Miscellaneous/Unknown
35045,nan,Miscellaneous/Unknown
35046,sears marketplace notification - urgent message regarding the status of your products,Delivery Status and Failures
35047,shipping inquiry from amazon customer beth whaley,Customer Inquiries
35048,mansa_263 sent a message about fit for 1999-2002 chevy silverado 1500 /2000-2006 chevy suburban /2000-2006 c... #126029187285,Delivery Status and Failures
35049,fwd: lanbo customer service,Customer Messages
35050,a customer is waiting for an answer on horse statues,Customer Messages
35051,shipping: studio639 sent a message about sanding sealer clear 1qt (pack of 1) #126027824334,Delivery Status and Failures
35052,"message from walmart.com customer:  initiate a return, 200011125746048",New Orders and Shipments
35053,sears order notification: po 1412840,Delivery Status and Failures
35054,"caprimoon has sent a question about item #354938475904, ending on 25-oct-2023 16:58:35 ist - kingston brass ksx3525sg shower slide bar, oil rubbed bronze",Delivery Status and Failures
35055,order cancelation request for order id: 112-1923288-8749860,Order Requests and Tickets
35056,nan,Miscellaneous/Unknown
35057,nan,Miscellaneous/Unknown
35058,nan,Miscellaneous/Unknown
35059,nan,Miscellaneous/Unknown
35060,a customer is waiting for an answer on alumilite corp 10570 amazing mold...,Customer Messages
35061,[bambini infant wear] bam26390 package in transit,Miscellaneous/Unknown
35062,order cancelation request for order id: 114-7684681-0765834,Order Requests and Tickets
35063,[bambini infant wear] bam26388 package in transit,Miscellaneous/Unknown
35064,[bambini infant wear] bam26387 package in transit,Miscellaneous/Unknown
35065,sears order notification: po 1412576,Delivery Status and Failures
35066,nan,Miscellaneous/Unknown
35067,nan,Miscellaneous/Unknown
35068,"robhar_96 sent a message about 16h lionfoot long-legged table base #195919346193""",Delivery Status and Failures
